Div,Date,Time,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR
D1,2023-10-20,19:30,Dortmund,Werder Bremen,1,0,H,0.0,0.0,D,22.0,6.0,5.0,1.0,5.0,10.0,10.0,4.0,1.0,5.0,0.0,0.0
D1,2023-10-21,14:30,Wolfsburg,Leverkusen,1,2,A,1.0,1.0,D,18.0,13.0,7.0,6.0,15.0,14.0,4.0,3.0,3.0,5.0,0.0,0.0
D1,2023-10-21,17:30,Mainz,Bayern Munich,1,3,A,1.0,2.0,A,14.0,12.0,3.0,5.0,12.0,10.0,2.0,7.0,3.0,2.0,0.0,0.0
D1,2023-10-21,14:30,Hoffenheim,Ein Frankfurt,1,3,A,1.0,3.0,A,14.0,13.0,5.0,5.0,7.0,7.0,6.0,3.0,3.0,0.0,0.0,0.0
D1,2023-10-21,14:30,Freiburg,Bochum,2,1,H,2.0,1.0,H,15.0,13.0,5.0,5.0,11.0,16.0,5.0,2.0,3.0,4.0,0.0,0.0
D1,2023-10-21,14:30,Union Berlin,Stuttgart,0,3,A,0.0,1.0,A,10.0,10.0,2.0,5.0,12.0,12.0,4.0,2.0,2.0,1.0,0.0,0.0
D1,2023-10-21,14:30,Darmstadt,RB Leipzig,1,3,A,1.0,2.0,A,16.0,10.0,3.0,7.0,16.0,12.0,6.0,0.0,6.0,3.0,0.0,0.0
D1,2023-10-22,14:30,FC Koln,M'gladbach,3,1,H,1.0,0.0,H,21.0,5.0,8.0,2.0,13.0,10.0,8.0,3.0,0.0,2.0,0.0,1.0
D1,2023-10-22,16:30,Heidenheim,Augsburg,2,5,A,2.0,3.0,A,16.0,9.0,5.0,6.0,11.0,11.0,6.0,5.0,3.0,2.0,0.0,0.0
D1,2023-10-27,19:30,Bochum,Mainz,2,2,D,1.0,0.0,H,10.0,10.0,4.0,4.0,14.0,21.0,5.0,4.0,3.0,3.0,0.0,0.0
D1,2023-10-28,17:30,RB Leipzig,FC Koln,6,0,H,4.0,0.0,H,24.0,6.0,13.0,1.0,8.0,13.0,11.0,1.0,2.0,4.0,0.0,1.0
D1,2023-10-28,14:30,Werder Bremen,Union Berlin,2,0,H,1.0,0.0,H,9.0,7.0,3.0,2.0,12.0,14.0,3.0,3.0,1.0,4.0,0.0,1.0
D1,2023-10-28,14:30,M'gladbach,Heidenheim,2,1,H,1.0,1.0,D,11.0,8.0,6.0,3.0,5.0,18.0,6.0,4.0,0.0,3.0,0.0,0.0
D1,2023-10-28,14:30,Bayern Munich,Darmstadt,8,0,H,0.0,0.0,D,28.0,10.0,16.0,4.0,15.0,13.0,7.0,1.0,1.0,2.0,1.0,2.0
D1,2023-10-28,14:30,Augsburg,Wolfsburg,3,2,H,1.0,2.0,A,9.0,13.0,5.0,6.0,19.0,14.0,5.0,5.0,6.0,4.0,1.0,0.0
D1,2023-10-28,14:30,Stuttgart,Hoffenheim,2,3,A,0.0,2.0,A,23.0,7.0,10.0,5.0,13.0,11.0,6.0,0.0,2.0,1.0,0.0,0.0
